id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
kpy0r,8,24,53,11,18,9
k70t1,11,1,86,1,1,11
fm0yr,9,14,55,9,31,80
wxj9z,9,1,53,3,1,2
elbf4,12,21,25,3,26,48
wn5ro,9,26,98,8,24,28
slmog,1,1,27,11,1,32
us4ub,9,1,9,1,1,31
aiopt,1,9,91,12,21,17
twpu4,3,23,89,11,14,61
z3fdk,1,1,92,1,1,37
kk1qh,12,6,59,1,7,40
lqkq5,3,23,94,3,17,90
cwgoa,8,16,95,12,18,57
m9fwv,8,1,78,3,1,63
rucg6,8,1,9,3,1,26
hxlsu,9,1,86,9,1,86
tcvqu,9,30,29,8,17,55
cy654,1,12,38,11,31,92
r4wjc,11,1,40,12,1,76
pfdy0,5,16,32,1,11,92
f7vp7,9,1,38,3,1,44
i1dqz,1,28,19,1,13,85
gzq2g,3,3,21,5,16,10
qyp5c,9,12,1,12,28,71
q1d1x,12,14,63,3,7,3
ourlx,9,1,98,5,1,95
fwxj7,5,1,14,9,1,30
f1b2k,5,30,93,3,15,89
v4w10,3,3,7,12,6,53
mbcfm,9,30,32,12,4,3
ljtes,1,27,62,9,5,20
ig6e9,9,1,92,5,20,49
yqt3g,1,8,85,12,24,35
gurk5,9,13,39,9,10,2
t4r0m,8,1,8,1,1,78
utjwd,1,23,71,5,25,4
g8rwy,9,12,50,11,26,91
a1aob,3,1,36,8,13,12
g1mij,1,5,55,12,25,97
gh9pn,1,25,19,12,13,81
tys86,9,1,5,9,1,51
nvygz,8,17,75,9,15,37
lsp3m,11,3,51,5,21,57
my60o,8,14,89,5,26,74
yuete,3,22,1,12,29,33
yn952,9,21,77,3,8,48
a9uxw,1,1,4,3,1,90
vfh8z,1,1,37,3,1,27
jc5ta,9,24,20,11,28,70
ttfm9,5,25,6,1,15,1
zw8a1,1,1,13,12,1,44
nvb41,3,20,80,11,5,32
qzery,3,1,97,3,1,67
llbqe,3,1,44,12,1,53
bb2xt,9,1,41,5,1,71
akhbn,1,31,5,9,4,55
j8vpe,1,1,67,9,1,46
v0hdy,3,10,16,12,5,93
i15jn,12,1,44,3,1,69
l153l,11,4,38,9,21,75
nv5jn,1,21,41,9,14,59
i9pce,12,1,72,11,1,57
mzs88,11,29,37,1,12,96
pplvy,3,11,65,3,30,49
we70y,1,4,89,1,9,52
t9tq9,9,1,87,3,1,83
v0gdb,3,8,20,9,16,72
nbudk,3,27,37,3,8,54
svwua,9,7,80,1,12,55
dfjuz,12,1,20,1,1,20
d67lm,9,1,4,3,1,97
xzgyt,9,15,4,9,3,68
pujqz,3,23,95,9,14,17
cdcbh,3,1,29,9,1,25
kbvfg,8,1,4,3,1,72
zljky,9,2,33,9,29,7
a4ryl,8,10,6,9,21,40
l5c0z,5,29,69,1,15,87
vi1rc,12,5,1,5,13,84
yqdnn,5,27,2,9,14,89
j8kg7,9,17,8,9,27,12
xs3ep,9,17,43,9,24,53
sr16l,1,14,91,5,25,45
kz7ei,12,23,2,3,15,85
un4xp,1,1,60,3,1,12
u0lp0,12,27,7,8,1,17
hraz6,3,5,2,5,3,29
ccrqv,1,25,48,12,29,81
uolq4,3,24,55,12,31,42
cuhnh,8,1,81,12,1,40
uk4n7,11,1,13,11,1,67
jb0lg,3,7,1,5,12,29
ssdi4,9,31,98,9,22,81
plna2,8,25,32,5,10,36
a8stp,12,14,12,3,24,53
ahv8r,9,25,25,3,30,92
q64rj,11,1,20,1,1,9
n3aja,11,1,54,3,1,44
bq4ty,9,4,84,3,18,96
zlad3,8,16,15,9,1,80
g93sp,9,18,99,9,19,1
wgoqa,3,20,68,11,18,32
dg7tn,9,1,53,12,1,22
gj7s1,5,22,86,1,14,79
noyhh,5,1,2,5,1,90
ngymg,5,1,10,1,1,21
pehj3,1,3,21,9,15,96
emaws,12,1,81,1,1,45
gfkck,9,1,71,12,1,86
gojxt,8,1,80,11,1,81
l4mzi,3,1,45,5,1,42
xqost,5,15,6,1,6,17
moxpe,1,2,14,12,16,48
zqco5,3,1,6,5,1,73
gdlzo,5,1,28,1,1,48
gy6yv,9,1,81,8,1,7
ca8p5,1,1,93,12,1,40
fqr92,8,1,14,12,1,58
iye6p,12,1,30,8,1,33
jzq0e,3,30,19,1,23,17
szs07,11,6,82,12,4,60
lvgiw,3,1,99,11,1,25
r4w9y,1,3,28,1,5,26
c9grc,9,7,92,9,10,49
yzs3i,8,15,77,3,19,96
dka2i,5,14,56,5,9,83
a7q5r,5,8,41,11,26,39
l4puh,11,1,83,12,1,94
qcvvl,9,20,49,5,26,74
g3pu4,8,21,43,3,9,76
euqag,1,1,35,1,1,83
v559y,12,1,63,8,1,52
vgar1,11,1,52,3,1,19
tafb4,12,1,8,1,1,41
fr9n5,8,10,85,5,1,61
n09mz,12,1,46,1,1,7
rui5g,9,13,78,5,19,95
l3zig,9,3,17,5,3,83
eslao,9,13,56,5,28,90
vusds,12,1,89,9,1,34
y7j20,3,15,71,1,22,37
e78n7,11,1,9,3,1,41
sjet6,12,1,59,5,1,62
xgeyg,3,29,62,12,10,57
otftc,9,7,92,11,1,5
bqy1h,5,21,24,8,5,93
rqlap,1,21,43,1,2,20
ywuzi,9,1,56,3,1,97
g1cwh,1,1,79,8,1,6
djvlc,5,1,16,1,1,59
g56p8,3,6,20,5,11,52
v3onl,3,1,57,1,1,86
o2dnt,1,1,28,1,1,23
ai8je,9,1,38,1,1,97
pjadf,3,17,81,1,27,31
vtp8m,11,6,12,3,18,12
e0dm6,1,20,7,1,1,29
px3cl,1,24,50,12,6,36
fu9nh,3,14,94,8,18,62
a4civ,1,1,25,3,1,56
k59vp,11,6,82,9,30,90
ur853,12,14,79,9,15,2
r8yw5,3,8,49,8,21,40
cv5ng,12,6,4,8,8,71
esw1x,12,1,22,9,1,60
orr3k,1,1,79,3,1,57
inmue,9,6,57,12,9,81
ih4j1,11,1,65,9,30,46
ldvxj,9,1,61,3,1,58
tbg3v,11,1,91,3,1,47
ode0u,9,1,99,3,1,45
wfayw,5,14,48,3,5,59
cpk61,9,13,66,1,29,1
m7pmh,9,5,84,1,24,40
ozm09,3,18,70,1,1,17
t6yi4,1,3,28,9,7,94
njk52,9,3,3,9,3,64
xi15c,3,3,55,9,23,88
v2prv,9,21,52,8,11,71
r6jbw,9,28,35,5,15,50
k7mz5,8,9,38,12,14,1
ip15i,12,1,68,11,1,58
n317p,12,1,77,9,1,74
mgj7j,8,8,98,12,16,2
awhb7,3,1,79,1,1,52
fg36a,12,9,82,1,31,57
vxbvd,3,1,62,3,1,58
l9dg6,12,8,46,1,6,42
yibk1,11,20,66,12,12,66
gqind,1,4,25,1,26,32
zksm8,3,1,81,3,1,12
umftx,5,24,11,1,6,34
jtotq,9,6,81,9,2,23
pebhm,11,8,69,9,23,50
zak8v,12,3,76,11,12,81
qft63,5,1,99,8,1,72
ydmk2,1,1,71,9,13,48
cn0zc,1,31,48,11,7,37
eeipo,3,1,23,9,1,42
ag9cw,12,19,60,1,12,31
i79p5,3,11,72,9,10,38
uunpa,3,8,73,5,8,99
zmznq,9,18,87,12,29,4
oxkdp,9,31,59,12,11,3
ko24w,3,10,28,12,6,26
y0vb5,8,20,36,1,5,52
pbfpy,9,1,84,1,1,39
n0f1q,8,9,78,1,17,20
c3nto,3,27,94,3,21,36
fjo83,3,1,48,1,1,89
swwe5,9,26,56,12,28,98
s74z1,8,16,39,9,18,28
mcbcr,9,9,3,9,26,75
so7n0,8,1,72,9,1,29
rzkic,8,30,84,3,6,91
bqrmx,12,19,23,9,13,34
v8efn,9,10,62,12,20,37
sjrcv,9,27,43,1,15,60
fx2s9,12,30,83,12,10,34
fymeg,5,20,61,8,28,14
yqnjn,3,19,16,9,26,60
grncg,12,3,55,5,7,2
aek59,9,12,47,1,15,29
a87ky,8,23,39,1,12,18
fola1,1,31,12,9,11,46
qa3jf,9,4,96,1,16,65
lkw09,11,1,28,11,1,72
tgm0b,9,29,53,12,27,53
gq49w,9,16,14,3,19,73
fy49c,5,1,45,12,1,57
k6pbd,12,1,75,3,1,38
uzvfj,8,17,47,3,9,16
nd9go,3,20,16,5,18,89
t65r3,9,1,48,1,1,17
cqet3,11,1,12,3,1,33
kz45c,8,18,20,11,17,3
lmun1,1,1,37,8,1,32
bbpsi,11,1,13,3,1,61
i0gqt,1,1,2,3,1,81
hic7m,3,23,2,8,22,71
lkuoq,11,1,25,1,1,42
es4y4,1,2,65,3,23,16
htwnm,9,29,74,1,15,11
yxklj,5,1,50,12,1,20
dlwk2,1,1,36,12,1,33
v9s1y,9,26,38,12,28,99
oexpa,9,28,96,5,11,41
c2a6w,9,1,57,8,1,89
k5wg7,11,1,68,11,1,57
nkgi8,12,29,1,9,16,3
hwtsv,12,18,19,12,13,78
grxr3,12,9,64,8,12,2
skd90,5,1,70,12,1,70
a72mp,3,22,60,9,5,69
yez4g,9,20,51,5,31,86
ioa74,1,1,21,9,1,98
jm9s8,8,1,9,1,1,59
dommx,1,30,38,12,30,71
w2jof,11,15,86,11,21,44
f4zdi,12,27,88,9,25,83
u5jb5,3,1,11,1,1,99
in5mv,8,10,58,9,24,98
a651b,12,1,65,3,1,33
kpiec,5,1,36,9,1,41
nkl99,1,28,20,11,31,70
mx4yb,3,25,63,12,17,97
z2ahw,1,11,45,3,31,1
ngr8x,3,1,1,1,1,1
uhjl5,1,1,62,9,1,26
jpr7k,12,1,96,5,1,60
dxzs5,1,16,84,9,7,31
mymdh,9,14,96,11,29,5
o3bgl,3,10,65,9,3,66
kh5x4,9,1,20,12,1,14
tyxfq,9,28,4,12,21,70
zkpim,9,30,53,8,3,8
ck02i,12,28,25,1,12,66
bn0zk,12,18,92,11,23,92
hpa2e,3,25,4,3,29,54
punql,12,12,15,12,11,5
b8wtg,1,16,44,1,7,77
f4irt,9,1,31,1,1,28
kn3ix,5,8,65,11,4,80
j71or,5,10,1,9,4,45
w9j6u,9,1,61,9,1,61
o7k58,9,15,19,9,29,84
wfklx,3,23,80,3,11,72
t9nlu,1,1,70,12,1,83
kebld,11,20,8,9,6,94
zficc,8,1,56,12,1,64
vqubx,3,28,89,9,26,10
majvo,3,4,71,8,28,38
wzkj7,9,1,44,3,1,44
gk2ia,8,22,2,12,24,2
fvsvp,3,10,48,1,16,20
uht1x,11,1,7,12,1,20
upgwa,3,3,38,3,30,87
ftw2n,12,5,96,9,10,50
tafgp,3,1,20,9,1,14
nkklg,1,16,85,3,20,56
o39pf,3,8,61,9,21,97
w3ta3,5,21,36,12,18,28
eguz9,9,31,37,1,7,23
kicxn,5,1,20,9,1,58
hqdri,9,8,67,12,20,36
o46mw,5,24,93,8,29,75
e6pcr,9,21,59,9,13,99
dy1ge,9,1,76,1,1,81
snk89,12,11,83,1,11,42
b4r5z,3,20,94,5,20,50
kqveh,1,1,36,1,1,82
z6la7,8,20,5,3,31,39
zuwut,9,1,30,12,1,89
e4dth,8,25,55,1,8,16
y0hde,1,1,36,9,1,11
inxn3,9,4,82,9,18,73
fy36r,8,1,73,1,1,92
nw9q4,9,24,40,11,8,98
mzh8r,11,22,27,9,10,24
j52wj,12,1,11,3,1,73
lhdwr,9,21,48,1,17,19
cl00i,1,9,77,3,2,74
gi6a5,8,20,25,3,21,2
fwc25,3,9,34,1,15,18
yo721,5,2,4,5,11,18
mhrpq,1,20,50,12,1,43
oo1hp,9,3,62,3,16,46
lo6gp,3,21,90,3,26,8
xfic3,1,23,89,3,3,38
uq4fv,5,1,4,8,1,78
rrzh9,1,4,75,5,6,32
i4xqm,1,1,60,9,1,99
iq2q8,12,1,91,1,1,95
y0n80,11,12,82,9,12,86
y0o5k,9,20,72,12,20,30
i34o4,3,1,37,3,1,8
i7tkj,5,1,98,9,1,74
u1uak,9,13,1,12,7,70
yni8g,12,1,95,1,1,80
xtqzn,9,1,96,9,1,93
verv4,8,8,7,9,21,21
jnp4u,12,20,66,11,4,9
iw2e4,9,1,58,12,1,29
xibn4,11,30,25,5,23,91
k9ziy,1,27,25,5,23,57
frhwy,1,31,2,8,1,75
v9q48,9,1,63,1,1,24
m5e86,3,18,77,5,26,85
cb5xd,3,1,10,1,1,36
xed4h,5,9,79,3,5,46
h8a7i,1,1,82,9,1,22
i32c2,3,30,86,11,18,71
n0eo7,1,29,44,9,22,9
h689g,9,25,38,1,21,14
vjvme,9,28,61,9,13,51
rzsyt,11,20,14,12,22,21
obg54,9,3,22,1,2,19
ffk9d,9,29,42,1,15,39
mkrof,9,1,73,11,1,58
hyx3p,11,9,44,12,24,60
zk1qx,1,7,27,8,2,40
uwhux,5,5,50,1,20,26
dyito,5,1,68,3,1,5
nuyu7,3,5,88,12,23,84
u3xah,1,1,82,12,1,12
nzk4g,12,1,97,9,1,41
d6pe3,1,10,9,1,17,26
drpf0,3,1,62,12,1,56
tgpca,11,30,34,12,14,97
nhh4v,9,1,71,12,1,4
o5t0o,11,1,39,9,1,91
hcivt,12,19,36,9,3,40
geoc5,1,15,24,3,2,5
ktv9k,1,1,41,3,1,33
o138y,8,18,8,11,2,18
m92jp,3,1,31,1,1,2
wvuj8,9,1,39,9,1,85
ew2yx,3,1,44,1,1,1
m3gpn,12,20,90,9,1,75
gfxn8,3,19,89,3,27,31
az5vr,3,16,62,1,14,39
k4lgi,9,8,55,11,25,27
br4uv,5,29,3,9,2,42
j1x7b,5,1,22,9,1,40
qc9yg,12,13,97,1,26,68
ju7g1,12,3,76,9,7,96
r75tk,12,18,20,3,17,53
heqrh,12,22,81,12,23,70
k24gz,8,27,97,12,12,31
w9du2,11,26,68,12,22,13
gti8f,3,1,37,3,1,75
n86ga,9,6,7,9,11,82
sq0ca,9,15,41,9,30,57
jke1d,3,1,88,8,1,65
hz8jk,9,1,89,11,1,69
svn8f,8,1,85,8,1,80
bhpqq,1,1,61,9,1,30
gyc84,8,6,14,11,15,39
kk256,12,31,99,11,24,71
f4w2m,3,1,94,9,1,85
ousa8,3,22,52,3,25,63
qtvor,9,11,57,8,26,34
zlg1u,9,14,25,1,4,53
p00uc,1,23,28,3,13,21
pf944,5,21,71,1,19,58
ss7bl,9,28,21,3,2,29
fxcmd,9,14,40,9,23,38
my6ll,12,1,11,3,1,99
vo9oh,11,1,26,1,1,60
eplaq,9,12,36,3,12,37
hamau,9,4,54,9,21,23
f25b3,11,8,45,9,12,23
yz377,8,1,90,1,1,75
j56f2,12,3,36,11,2,1
i06po,9,15,46,1,31,71
vpyth,9,1,61,8,1,77
x2cj1,9,1,23,5,1,57
azfds,3,1,35,1,1,14
wam2u,3,1,52,11,1,97
sw1q5,8,1,11,9,1,93
w6ah7,1,1,93,12,1,57
cdync,12,15,57,9,23,4
bggiw,9,11,39,12,22,87
ieea1,1,31,16,11,28,55
wvd9r,3,3,36,8,15,62
mmq3p,9,5,43,1,23,17
ssiem,3,13,47,9,20,42
gqygh,9,1,76,8,1,66
i67cs,9,1,72,12,18,92
ww8le,3,24,16,12,15,83
mkk57,9,6,66,3,19,30
ueyxy,9,11,45,9,6,98
qwdpr,9,1,52,3,1,43
ei25a,9,1,81,12,1,51
ykk6g,5,1,92,9,1,77
yofzr,3,26,63,11,30,24
ubloa,9,18,16,8,13,40
mapoe,12,22,73,11,24,93
l3r60,12,30,63,3,27,2
h8yzy,3,25,98,9,10,34
qe89h,9,1,56,12,1,13
ihn7r,11,1,26,3,1,6
erus6,9,7,39,3,7,90
bh02u,11,8,99,3,5,73
lq7dw,9,2,39,11,14,94
vcuif,1,9,95,1,18,92
ua7k0,9,1,67,12,1,76
w3apy,1,1,20,9,1,43
pui5e,1,1,2,1,1,75
w9hwh,9,1,1,12,1,74
uw337,9,22,1,12,22,36
uwq5f,1,1,21,3,1,71
nr8g4,3,1,36,1,1,58
cr3tm,5,2,90,9,25,52
j1ru9,5,22,81,3,8,38
w3jn6,3,18,17,5,25,10
t2ois,12,26,6,9,22,50
awkbn,8,6,49,3,14,30
ct8cy,9,8,60,8,24,61
rydde,9,17,81,1,6,66
z33o5,11,1,32,1,1,78
t667m,8,21,74,3,22,89
y31jc,3,15,6,9,25,14
bugxa,5,22,63,5,11,4
warwe,12,25,98,12,4,92
d5spd,9,22,87,1,1,98
w7gyb,8,1,99,9,1,69
zwc85,1,1,37,3,1,58
n1wtg,8,20,25,12,7,21
ndt8z,1,17,87,3,17,71
mph2p,9,26,25,1,10,22
oeylv,9,1,38,1,1,30
vsuy8,5,12,25,9,25,38
hq5r7,9,1,14,9,1,50
h2ztw,11,13,47,3,9,88
z5id6,1,1,8,9,1,32
wvp8j,9,1,32,8,1,53
olspv,11,8,19,1,28,56
ffq1i,3,16,10,3,15,71
y2di9,3,1,76,3,1,34
whcnr,12,1,24,3,1,85
ipill,1,1,57,9,1,58
ombvs,9,17,60,5,5,23
k20rh,12,28,82,3,12,76
vhvnu,5,9,90,1,17,83
rypl5,9,26,28,12,30,1
m40b9,1,13,63,3,19,18
z3gzt,1,9,41,1,28,70
ptfz3,12,1,9,12,1,48
m9nvy,12,1,45,3,1,57
ydarf,12,14,82,3,9,30
lth91,1,1,6,8,1,2
kyek5,3,25,79,1,17,31
kuund,9,23,24,3,23,46
fi48r,3,1,27,3,1,43
h0msv,11,5,73,3,4,72
cab0x,8,1,15,8,1,69
sa79x,5,22,86,11,7,74
pfoca,3,1,61,3,1,38
yaqcq,8,13,78,9,21,22
p3vw1,12,7,24,9,17,46
cuho1,11,20,77,1,9,9
qadw6,3,18,39,5,15,56
eayz7,5,10,23,12,18,83
awpvy,9,28,59,11,23,26
rj4ef,8,5,5,12,2,5
au234,8,13,64,1,9,1
k25ck,5,1,17,11,1,26
xabvj,8,8,3,12,20,71
g7ysh,1,8,78,1,7,4
suq8p,5,22,70,9,2,58
jttba,8,20,6,12,1,26
cryu0,1,22,3,1,9,49
fxa65,3,1,25,1,1,53
b0sa4,5,1,50,3,1,45
dqws1,5,1,19,12,1,69
ejtq0,12,1,69,1,1,40
wwfjd,1,31,96,12,6,37
uv4iy,3,1,58,9,1,9
jfdtr,11,27,73,3,28,61
sejxr,3,31,15,11,24,8
f0iv2,3,4,33,1,10,58
qm791,1,3,63,9,22,10
fmdfq,1,16,10,9,6,98
qjw41,9,1,30,5,1,33
jyx9j,9,1,77,11,1,85
wlnnd,11,9,31,1,26,50
v1nc3,12,1,59,3,1,30
iejds,12,18,34,5,31,71
b9khp,5,1,84,12,1,58
iiw0a,3,12,10,3,28,39
hjtkz,9,1,60,3,1,74
limph,5,5,18,12,20,69
oe97p,9,27,95,1,18,25
z7sqi,1,1,71,3,1,33
bk3q2,9,13,12,3,7,27
obfkt,3,6,72,3,2,43
e51ym,3,31,1,3,8,55
oxfpv,11,22,29,5,11,67
qd0bp,12,1,42,8,1,63
vt0bx,9,1,47,1,1,46
odid6,9,26,34,3,6,35
etxq8,5,1,90,3,1,30
xz0z4,5,10,27,9,13,1
kiva8,5,15,99,5,2,61
mtl31,3,24,92,3,1,29
ql74n,11,1,13,12,1,53
gc2yl,11,4,35,3,13,89
z4798,11,1,2,12,1,47
b0uj5,3,31,98,5,31,50
efrq9,5,17,18,11,5,54
zuwpr,3,1,3,3,1,64
l3l6q,12,1,9,5,1,46
xjhvc,8,3,28,3,26,68
xzwug,1,17,13,9,31,84
zdce3,11,1,8,9,1,31
sreih,12,3,83,3,10,79
rrhz2,8,1,9,11,1,3
pdbe6,9,1,70,11,1,16
rv8fp,12,10,50,3,31,65
ggkhy,3,12,49,5,30,66
vw6kg,12,8,8,9,24,77
eekhg,8,1,74,1,1,94
mdf6m,11,18,80,9,8,9
jxfl5,9,8,98,12,23,61
t77wo,3,24,64,5,20,43
gjwnz,9,30,73,9,12,67
fkzyy,12,1,38,5,1,88
vcm8p,3,1,17,12,1,33
mfc5o,9,8,44,3,11,27
sllnv,11,1,48,9,1,86
wl5ek,9,11,76,1,1,23
v4vu8,1,6,56,12,29,71
k0r2o,9,5,19,5,24,49
eytd6,11,22,90,5,2,91
yvcju,3,10,66,5,2,32
ivjc6,9,27,51,12,19,43
tvg2m,9,20,84,5,21,8
tgggj,1,1,66,9,1,80
ld8ad,9,1,71,12,1,11
eiuoa,3,25,71,3,31,13
mnp1h,9,30,45,9,12,35
ds58g,1,13,92,1,7,96
jop76,1,15,22,12,1,47
j2qq0,1,28,17,3,21,61
njjo1,12,29,68,9,24,22
eawcs,5,19,35,3,10,91
vfquz,12,1,97,3,1,74
czdak,9,1,72,3,1,91
zukum,12,20,76,3,17,56
i84kx,11,10,47,1,10,49
mf8yj,3,1,29,1,1,79
wz80l,1,16,20,8,6,81
rqjop,9,19,3,11,21,33
b2jpx,1,7,13,3,14,65
p2nj0,3,2,48,1,24,33
o4pw4,3,4,52,12,12,69
y9wxd,9,16,85,12,8,13
ohbkm,9,24,25,11,11,93
zedi4,12,23,32,5,12,42
npy0l,5,1,50,12,1,45
f7yt5,9,1,51,12,1,41
nlmb1,8,16,30,9,28,11
xgict,1,1,47,9,2,85
ahnzs,11,1,44,8,1,23
kpd86,9,8,48,5,7,58
bm4tr,1,27,16,9,17,25
v0g4b,1,1,82,11,1,98
nxwrs,3,1,7,9,1,40
s9fhj,12,8,84,12,14,49
zaps1,8,22,34,1,8,66
vyb1t,9,1,51,11,1,92
keo98,1,1,63,1,1,47
yqimw,1,7,76,12,14,42
m0el3,12,16,63,9,14,76
zpdz5,12,4,54,1,31,62
zejyq,11,1,91,12,1,97
fpg1m,12,1,61,1,1,19
udlgr,3,1,87,1,1,85
s8kse,9,12,88,9,15,64
uzqub,3,8,37,8,25,14
e1atz,9,4,35,1,30,78
nov8m,12,15,69,1,28,61
ddqvt,12,1,3,12,1,33
xwhy4,12,24,32,12,25,97
wnv1t,9,1,58,1,11,42
p8qkb,9,19,51,1,24,74
dj5wn,5,1,91,9,1,45
r80m1,1,3,69,1,4,98
l9izw,1,1,85,12,1,25
u7e6i,3,12,16,11,2,81
csvi0,9,30,53,12,11,87
knhuh,3,1,73,3,1,89
j35by,9,1,37,12,1,86
yqobw,9,1,21,9,1,60
h87j8,3,26,11,3,15,11
zdgcm,3,12,47,3,2,30
xpro5,8,1,63,3,1,45
p4hmq,12,16,7,1,13,40
enc7l,11,7,61,1,27,93
fb1r5,12,11,13,11,15,2
aaiiq,12,24,67,1,26,79
uksza,3,1,89,11,1,38
svwii,11,20,25,8,17,84
imuwz,3,13,5,9,21,58
tktxf,9,1,48,5,1,54
p8bqn,9,1,30,1,1,7
vxhth,8,1,14,3,1,45
cr5dv,9,15,75,8,26,87
ffp8v,9,31,18,9,13,29
u7nco,3,9,53,8,23,78
jygzw,8,1,8,11,1,24
yyl1e,9,6,40,1,27,50
w0ghu,5,10,4,12,17,56
cws4d,8,5,55,3,7,28
kwqzo,11,1,75,9,1,45
tw5o1,1,4,47,12,30,61
d2lpb,3,5,77,12,19,49
w3wu1,1,8,26,3,18,1
cj5i0,1,1,7,5,1,16
ca8p2,9,1,47,8,1,87
oboop,1,1,27,9,1,68
g7of1,12,1,49,12,1,4
q9skj,3,19,56,8,1,61
kp3lj,11,1,86,3,1,10
hmjgg,11,1,18,1,1,52
vp87w,5,1,75,3,1,64
ezce2,1,1,19,1,1,85
mdtjj,11,15,49,1,8,16
e0ol7,9,29,53,11,4,23
dxqf1,3,1,3,8,1,86
f0w6t,9,1,35,1,1,68
grtxx,8,1,6,12,1,52
kl6tg,3,1,17,3,1,18
mmhsi,1,12,63,9,31,89
dsuw4,5,1,92,3,1,36
brxco,5,25,93,3,5,84
c4bst,5,24,47,12,13,38
q8snp,11,12,45,12,24,24
zgxve,1,1,59,3,1,48
axz6k,12,19,34,12,5,90
adva3,9,6,32,12,26,5
uygro,9,12,54,8,21,47
shx6x,1,1,39,9,1,1
tq43s,9,27,77,5,20,44
egzvb,12,1,16,5,1,82
wwgr9,11,1,49,11,1,83
qtr3b,12,1,11,12,31,17
egb91,9,23,15,9,27,53
d8lej,1,1,15,9,1,82
pp411,8,1,39,9,1,27
uvo2a,9,24,65,12,18,73
uc8l6,9,17,22,8,11,30
pz4iz,1,31,61,1,13,5
nium3,11,1,79,1,1,68
s9oxx,12,31,78,5,12,93
dajc9,9,23,57,1,8,18
jwcg1,11,30,41,9,3,76
cej31,12,1,21,8,1,47
velwk,8,7,9,1,29,17
p74om,1,1,79,1,1,92
u9moh,1,28,18,1,15,56
mok7s,3,25,68,11,8,44
yuwb2,1,1,39,1,1,47
yri6l,11,31,66,12,20,55
qnvp0,12,1,84,5,1,2
vw04l,3,26,6,3,27,67
ra5yy,12,24,39,9,21,54
scewz,5,24,74,3,15,20
gv00z,3,16,66,3,26,83
zgoyv,11,6,88,1,9,73
eeula,3,16,35,12,10,23
sbuxo,9,1,50,11,1,77
pi44z,12,1,81,5,1,37
cpgnf,12,18,9,8,17,69
uh85j,3,1,85,9,1,53
cnsbt,1,1,60,1,1,39
n661j,9,12,40,12,5,30
vos1k,12,27,85,11,20,58
dr0sk,5,6,65,3,15,76
jc1ec,8,1,56,8,31,88
nfl2q,11,16,69,9,1,76
ywsqm,9,20,10,3,1,3
j7uri,5,1,97,12,1,20
djjfl,1,21,76,12,24,70
dxtvh,11,1,41,3,1,84
fft6q,8,1,99,1,1,14
wvq5o,8,4,10,3,25,69
ukhox,12,19,78,9,27,41
kp17y,11,25,54,3,25,46
wwj0x,3,30,38,8,13,5
xmawe,12,1,45,5,1,88
wbkiv,9,10,22,5,23,19
a1wfg,1,1,72,11,1,88
cy1p0,1,30,9,9,19,70
s7r42,12,1,53,9,1,35
j41ry,1,22,90,1,23,72
eo6id,8,14,40,1,31,4
q2fnq,1,17,88,8,25,97
jmke5,12,7,89,3,21,68
xjvyy,11,1,24,9,1,12
ok75z,3,18,37,12,14,22
g69n1,3,1,96,9,1,77
ylx7l,11,1,14,11,1,73
p11np,12,1,12,11,1,40
hy8r5,3,17,88,12,25,77
ddc29,1,30,72,9,25,31
otowl,5,19,18,12,31,93
tdm5h,3,12,46,9,19,94
vmod6,9,9,88,12,6,36
d1or9,12,5,84,9,23,88
lq1cv,12,22,46,3,8,6
z8imi,9,1,79,1,1,56
rgq7t,3,1,67,12,1,15
c6j9z,12,31,99,3,13,63
xvuzn,1,1,3,9,1,62
roi5r,12,9,70,12,11,49
lt7iv,9,8,42,9,6,5
utq91,12,19,69,12,1,1
qo8er,9,1,65,8,1,68
gw38e,9,3,36,9,2,10
uqry6,9,8,63,9,23,68
g34w5,9,15,69,3,30,28
fnaxl,12,22,47,3,11,13
piad4,1,22,39,1,15,79
a2rpb,9,1,72,3,1,34
q8f37,9,16,16,9,8,26
o8o0i,3,9,71,12,27,24
smh0p,9,2,1,11,24,75
e3nzc,3,19,86,9,25,51
p6lb1,1,1,3,3,1,11
ln52q,12,1,7,3,1,90
e1flq,12,1,42,3,1,77
l5jsk,11,4,83,3,23,5
yda29,3,11,67,8,8,35
vsc8e,9,2,27,5,20,48
earzo,11,1,94,9,1,63
wbb20,9,1,63,5,1,58
o595c,3,16,49,3,28,73
bm6yw,12,1,86,11,1,48
xits6,9,29,15,9,26,41
nhukz,9,1,54,3,1,46
x2xbw,1,1,64,1,1,90
cb2h3,3,6,48,12,17,69
eteum,9,20,18,1,14,54
x3vqs,9,1,47,5,1,18
gpria,3,29,21,9,18,82
onx6h,12,6,8,3,30,23
pqco2,12,1,74,9,1,66
ycgx3,1,1,20,12,1,72
in3y3,12,1,74,11,1,32
tbdee,9,22,22,12,5,85
t1i9q,9,12,67,12,20,1
syyix,9,9,56,1,28,15
nsc3a,5,1,89,3,1,96
bj6ot,5,1,91,3,1,89
gwzbh,12,1,44,5,1,4
oe597,3,1,91,8,1,77
kyu35,9,1,1,8,17,20
e7e34,12,12,62,12,11,81
rwit1,1,28,72,5,20,33
li15w,11,14,31,12,17,31
usa6c,9,18,18,11,14,28
opjxw,9,7,93,1,13,51
jce6c,8,1,95,9,1,41
